id,source_type,title,short_desc,url,tags,author,stars_or_downloads,updated_at
hf_google/siglip-so400m-patch14-384,hf_model,google/siglip-so400m-patch14-384,,https://huggingface.co/google/siglip-so400m-patch14-384,"transformers, safetensors, siglip, zero-shot-image-classification, vision, arxiv:2303.15343, arxiv:2305.13035, arxiv:2209.06794, license:apache-2.0, endpoints_compatible, region:us",,2291743,2025-10-29T15:01:34.726299Z
hf_opensearch-project/opensearch-neural-sparse-encoding-doc-v2-distill,hf_model,opensearch-project/opensearch-neural-sparse-encoding-doc-v2-distill,,https://huggingface.co/opensearch-project/opensearch-neural-sparse-encoding-doc-v2-distill,"sentence-transformers, pytorch, safetensors, distilbert, fill-mask, learned sparse, opensearch, transformers, retrieval, passage-retrieval, document-expansion, bag-of-words, sparse-encoder, sparse, asymmetric, inference-free, splade, feature-extraction, en, arxiv:2411.04403, license:apache-2.0, autotrain_compatible, text-embeddings-inference, endpoints_compatible, region:us",,2267919,2025-10-29T15:01:34.726299Z
hf_facebook/flava-full,hf_model,facebook/flava-full,,https://huggingface.co/facebook/flava-full,"transformers, pytorch, flava, pretraining, arxiv:2112.04482, arxiv:2108.10904, license:bsd-3-clause, endpoints_compatible, region:us",,2247848,2025-10-29T15:01:34.726299Z
hf_Qwen/Qwen2-VL-2B-Instruct,hf_model,Qwen/Qwen2-VL-2B-Instruct,,https://huggingface.co/Qwen/Qwen2-VL-2B-Instruct,"transformers, safetensors, qwen2_vl, image-to-text, multimodal, image-text-to-text, conversational, en, arxiv:2409.12191, arxiv:2308.12966, base_model:Qwen/Qwen2-VL-2B, base_model:finetune:Qwen/Qwen2-VL-2B, license:apache-2.0, text-generation-inference, endpoints_compatible, region:us",,2234499,2025-10-29T15:01:34.726299Z
hf_papluca/xlm-roberta-base-language-detection,hf_model,papluca/xlm-roberta-base-language-detection,,https://huggingface.co/papluca/xlm-roberta-base-language-detection,"transformers, pytorch, tf, safetensors, xlm-roberta, text-classification, generated_from_trainer, multilingual, ar, bg, de, el, en, es, fr, hi, it, ja, nl, pl, pt, ru, sw, th, tr, ur, vi, zh, dataset:papluca/language-identification, arxiv:1911.02116, base_model:FacebookAI/xlm-roberta-base, base_model:finetune:FacebookAI/xlm-roberta-base, doi:10.57967/hf/2064, license:mit, autotrain_compatible, endpoints_compatible, region:us",,2231690,2025-10-29T15:01:34.726299Z
hf_CompVis/stable-diffusion-safety-checker,hf_model,CompVis/stable-diffusion-safety-checker,,https://huggingface.co/CompVis/stable-diffusion-safety-checker,"transformers, pytorch, clip, arxiv:2103.00020, arxiv:1910.09700, endpoints_compatible, region:us",,2208665,2025-10-29T15:01:34.726299Z
hf_intfloat/multilingual-e5-large,hf_model,intfloat/multilingual-e5-large,,https://huggingface.co/intfloat/multilingual-e5-large,"sentence-transformers, pytorch, onnx, safetensors, openvino, xlm-roberta, mteb, Sentence Transformers, sentence-similarity, feature-extraction, multilingual, af, am, ar, as, az, be, bg, bn, br, bs, ca, cs, cy, da, de, el, en, eo, es, et, eu, fa, fi, fr, fy, ga, gd, gl, gu, ha, he, hi, hr, hu, hy, id, is, it, ja, jv, ka, kk, km, kn, ko, ku, ky, la, lo, lt, lv, mg, mk, ml, mn, mr, ms, my, ne, nl, no, om, or, pa, pl, ps, pt, ro, ru, sa, sd, si, sk, sl, so, sq, sr, su, sv, sw, ta, te, th, tl, tr, ug, uk, ur, uz, vi, xh, yi, zh, arxiv:2402.05672, arxiv:2108.08787, arxiv:2104.08663, arxiv:2210.07316, license:mit, model-index, autotrain_compatible, text-embeddings-inference, endpoints_compatible, region:us",,2204503,2025-10-29T15:01:34.726299Z
hf_CIDAS/clipseg-rd64-refined,hf_model,CIDAS/clipseg-rd64-refined,,https://huggingface.co/CIDAS/clipseg-rd64-refined,"transformers, pytorch, safetensors, clipseg, vision, image-segmentation, arxiv:2112.10003, license:apache-2.0, region:us",,2186448,2025-10-29T15:01:34.726299Z
hf_Salesforce/blip-image-captioning-base,hf_model,Salesforce/blip-image-captioning-base,,https://huggingface.co/Salesforce/blip-image-captioning-base,"transformers, pytorch, tf, blip, image-to-text, image-captioning, arxiv:2201.12086, license:bsd-3-clause, endpoints_compatible, region:us",,2166022,2025-10-29T15:01:34.726299Z
hf_RedHatAI/Llama-3.3-70B-Instruct-FP8-dynamic,hf_model,RedHatAI/Llama-3.3-70B-Instruct-FP8-dynamic,,https://huggingface.co/RedHatAI/Llama-3.3-70B-Instruct-FP8-dynamic,"safetensors, llama, facebook, meta, llama-3, fp8, quantized, conversational, text-generation-inference, compressed-tensors, text-generation, en, de, fr, it, pt, hi, es, th, base_model:meta-llama/Llama-3.3-70B-Instruct, base_model:quantized:meta-llama/Llama-3.3-70B-Instruct, license:llama3.3, region:us",,2124053,2025-10-29T15:01:34.726299Z
hf_jonatasgrosman/wav2vec2-large-xlsr-53-dutch,hf_model,jonatasgrosman/wav2vec2-large-xlsr-53-dutch,,https://huggingface.co/jonatasgrosman/wav2vec2-large-xlsr-53-dutch,"transformers, pytorch, jax, wav2vec2, automatic-speech-recognition, audio, hf-asr-leaderboard, mozilla-foundation/common_voice_6_0, nl, robust-speech-event, speech, xlsr-fine-tuning-week, dataset:common_voice, dataset:mozilla-foundation/common_voice_6_0, doi:10.57967/hf/0203, license:apache-2.0, model-index, endpoints_compatible, region:us",,2079583,2025-10-29T15:01:34.726299Z
hf_google/vit-base-patch16-224-in21k,hf_model,google/vit-base-patch16-224-in21k,,https://huggingface.co/google/vit-base-patch16-224-in21k,"transformers, pytorch, tf, jax, safetensors, vit, image-feature-extraction, vision, dataset:imagenet-21k, arxiv:2010.11929, arxiv:2006.03677, license:apache-2.0, region:us",,2059267,2025-10-29T15:01:34.726299Z
hf_Qwen/Qwen2-VL-7B-Instruct,hf_model,Qwen/Qwen2-VL-7B-Instruct,,https://huggingface.co/Qwen/Qwen2-VL-7B-Instruct,"transformers, safetensors, qwen2_vl, image-to-text, multimodal, image-text-to-text, conversational, en, arxiv:2409.12191, arxiv:2308.12966, base_model:Qwen/Qwen2-VL-7B, base_model:finetune:Qwen/Qwen2-VL-7B, license:apache-2.0, text-generation-inference, endpoints_compatible, region:us",,2045511,2025-10-29T15:01:34.726299Z
hf_charactr/vocos-mel-24khz,hf_model,charactr/vocos-mel-24khz,,https://huggingface.co/charactr/vocos-mel-24khz,"pytorch, arxiv:2306.00814, license:mit, region:us",,2022843,2025-10-29T15:01:34.726299Z
hf_Qwen/Qwen2.5-VL-32B-Instruct,hf_model,Qwen/Qwen2.5-VL-32B-Instruct,,https://huggingface.co/Qwen/Qwen2.5-VL-32B-Instruct,"transformers, safetensors, qwen2_5_vl, image-to-text, multimodal, image-text-to-text, conversational, en, arxiv:2309.00071, arxiv:2502.13923, license:apache-2.0, text-generation-inference, endpoints_compatible, region:us",,1996893,2025-10-29T15:01:34.726299Z
hf_Xenova/segformer-b0-finetuned-ade-512-512,hf_model,Xenova/segformer-b0-finetuned-ade-512-512,,https://huggingface.co/Xenova/segformer-b0-finetuned-ade-512-512,"transformers.js, onnx, segformer, image-segmentation, base_model:nvidia/segformer-b0-finetuned-ade-512-512, base_model:quantized:nvidia/segformer-b0-finetuned-ade-512-512, region:us",,1992487,2025-10-29T15:01:34.726299Z
hf_E-MIMIC/inclusively-reformulation-it5,hf_model,E-MIMIC/inclusively-reformulation-it5,,https://huggingface.co/E-MIMIC/inclusively-reformulation-it5,"transformers, pytorch, safetensors, t5, text2text-generation, license:cc-by-nc-sa-4.0, text-generation-inference, endpoints_compatible, region:us",,1982829,2025-10-29T15:01:34.726299Z
hf_inference-net/Schematron-3B,hf_model,inference-net/Schematron-3B,,https://huggingface.co/inference-net/Schematron-3B,"transformers, safetensors, llama, text-generation, conversational, base_model:meta-llama/Llama-3.2-3B-Instruct, base_model:finetune:meta-llama/Llama-3.2-3B-Instruct, license:llama3.2, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us",,1975054,2025-10-29T15:01:34.726299Z
hf_usyd-community/vitpose-plus-base,hf_model,usyd-community/vitpose-plus-base,,https://huggingface.co/usyd-community/vitpose-plus-base,"transformers, safetensors, vitpose, keypoint-detection, en, arxiv:2204.12484, license:apache-2.0, endpoints_compatible, region:us",,1925750,2025-10-29T15:01:34.726299Z
hf_meta-llama/Llama-3.2-3B-Instruct,hf_model,meta-llama/Llama-3.2-3B-Instruct,,https://huggingface.co/meta-llama/Llama-3.2-3B-Instruct,"transformers, safetensors, llama, text-generation, facebook, meta, pytorch, llama-3, conversational, en, de, fr, it, pt, hi, es, th, arxiv:2204.05149, arxiv:2405.16406, license:llama3.2, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us",,1924223,2025-10-29T15:01:34.726299Z
hf_roadz/qwen3-1.7b-oxxroad,hf_model,roadz/qwen3-1.7b-oxxroad,,https://huggingface.co/roadz/qwen3-1.7b-oxxroad,"safetensors, qwen3, region:us",,1923877,2025-10-29T15:01:34.726299Z
hf_nvidia/bigvgan_v2_22khz_80band_256x,hf_model,nvidia/bigvgan_v2_22khz_80band_256x,,https://huggingface.co/nvidia/bigvgan_v2_22khz_80band_256x,"PyTorch, neural-vocoder, audio-generation, audio-to-audio, arxiv:2206.04658, license:mit, region:us",,1881430,2025-10-29T15:01:34.726299Z
hf_pyannote/segmentation,hf_model,pyannote/segmentation,,https://huggingface.co/pyannote/segmentation,"pyannote-audio, pytorch, pyannote, pyannote-audio-model, audio, voice, speech, speaker, speaker-segmentation, voice-activity-detection, overlapped-speech-detection, resegmentation, arxiv:2104.04045, license:mit, region:us",,1831733,2025-10-29T15:01:34.726299Z
hf_petals-team/StableBeluga2,hf_model,petals-team/StableBeluga2,,https://huggingface.co/petals-team/StableBeluga2,"transformers, safetensors, llama, text-generation, en, dataset:conceptofmind/cot_submix_original, dataset:conceptofmind/flan2021_submix_original, dataset:conceptofmind/t0_submix_original, dataset:conceptofmind/niv2_submix_original, arxiv:2307.09288, arxiv:2306.02707, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us",,1828305,2025-10-29T15:01:34.726299Z
hf_Qwen/Qwen3-32B,hf_model,Qwen/Qwen3-32B,,https://huggingface.co/Qwen/Qwen3-32B,"transformers, safetensors, qwen3, text-generation, conversational, arxiv:2309.00071, arxiv:2505.09388, license:apache-2.0, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us",,1803674,2025-10-29T15:01:34.726299Z
hf_sentence-transformers/multi-qa-MiniLM-L6-cos-v1,hf_model,sentence-transformers/multi-qa-MiniLM-L6-cos-v1,,https://huggingface.co/sentence-transformers/multi-qa-MiniLM-L6-cos-v1,"sentence-transformers, pytorch, tf, onnx, safetensors, openvino, bert, feature-extraction, sentence-similarity, transformers, en, dataset:flax-sentence-embeddings/stackexchange_xml, dataset:ms_marco, dataset:gooaq, dataset:yahoo_answers_topics, dataset:search_qa, dataset:eli5, dataset:natural_questions, dataset:trivia_qa, dataset:embedding-data/QQP, dataset:embedding-data/PAQ_pairs, dataset:embedding-data/Amazon-QA, dataset:embedding-data/WikiAnswers, autotrain_compatible, text-embeddings-inference, endpoints_compatible, region:us",,1787531,2025-10-29T15:01:34.726299Z
hf_nlpaueb/legal-bert-small-uncased,hf_model,nlpaueb/legal-bert-small-uncased,,https://huggingface.co/nlpaueb/legal-bert-small-uncased,"transformers, pytorch, tf, jax, bert, legal, fill-mask, en, license:cc-by-sa-4.0, endpoints_compatible, region:us",,1774753,2025-10-29T15:01:34.726299Z
hf_unslothai/1,hf_model,unslothai/1,,https://huggingface.co/unslothai/1,"transformers, safetensors, llama, feature-extraction, text-generation-inference, endpoints_compatible, region:us",,1763229,2025-10-29T15:01:34.726299Z
hf_meta-llama/Llama-3.2-1B,hf_model,meta-llama/Llama-3.2-1B,,https://huggingface.co/meta-llama/Llama-3.2-1B,"transformers, safetensors, llama, text-generation, facebook, meta, pytorch, llama-3, en, de, fr, it, pt, hi, es, th, arxiv:2204.05149, arxiv:2405.16406, license:llama3.2, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us",,1744311,2025-10-29T15:01:34.726299Z
hf_Qwen/Qwen2.5-7B,hf_model,Qwen/Qwen2.5-7B,,https://huggingface.co/Qwen/Qwen2.5-7B,"transformers, safetensors, qwen2, text-generation, conversational, en, arxiv:2407.10671, license:apache-2.0, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us",,1728673,2025-10-29T15:01:34.726299Z
hf_Comfy-Org/Qwen-Image_ComfyUI,hf_model,Comfy-Org/Qwen-Image_ComfyUI,,https://huggingface.co/Comfy-Org/Qwen-Image_ComfyUI,"diffusion-single-file, comfyui, license:apache-2.0, region:us",,1723367,2025-10-29T15:01:34.726299Z
hf_microsoft/table-transformer-structure-recognition,hf_model,microsoft/table-transformer-structure-recognition,,https://huggingface.co/microsoft/table-transformer-structure-recognition,"transformers, pytorch, safetensors, table-transformer, object-detection, arxiv:2110.00061, license:mit, endpoints_compatible, region:us",,1713394,2025-10-29T15:01:34.726299Z
hf_nomic-ai/nomic-embed-text-v1.5,hf_model,nomic-ai/nomic-embed-text-v1.5,,https://huggingface.co/nomic-ai/nomic-embed-text-v1.5,"sentence-transformers, onnx, safetensors, nomic_bert, feature-extraction, sentence-similarity, mteb, transformers, transformers.js, custom_code, en, arxiv:2402.01613, arxiv:2205.13147, license:apache-2.0, model-index, autotrain_compatible, text-embeddings-inference, endpoints_compatible, region:us",,1697255,2025-10-29T15:01:34.726299Z
hf_allenai/longformer-base-4096,hf_model,allenai/longformer-base-4096,,https://huggingface.co/allenai/longformer-base-4096,"transformers, pytorch, tf, rust, longformer, en, arxiv:2004.05150, license:apache-2.0, endpoints_compatible, region:us",,1683136,2025-10-29T15:01:34.726299Z
hf_vikhyatk/moondream2,hf_model,vikhyatk/moondream2,,https://huggingface.co/vikhyatk/moondream2,"transformers, safetensors, moondream1, text-generation, image-text-to-text, custom_code, doi:10.57967/hf/6762, license:apache-2.0, autotrain_compatible, endpoints_compatible, region:us",,1681434,2025-10-29T15:01:34.726299Z
hf_meta-llama/Meta-Llama-3-8B,hf_model,meta-llama/Meta-Llama-3-8B,,https://huggingface.co/meta-llama/Meta-Llama-3-8B,"transformers, safetensors, llama, text-generation, facebook, meta, pytorch, llama-3, en, license:llama3, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us",,1652344,2025-10-29T15:01:34.726299Z
hf_dslim/bert-base-NER,hf_model,dslim/bert-base-NER,,https://huggingface.co/dslim/bert-base-NER,"transformers, pytorch, tf, jax, onnx, safetensors, bert, token-classification, en, dataset:conll2003, arxiv:1810.04805, license:mit, model-index, autotrain_compatible, endpoints_compatible, region:us",,1650154,2025-10-29T15:01:34.726299Z
hf_pysentimiento/robertuito-sentiment-analysis,hf_model,pysentimiento/robertuito-sentiment-analysis,,https://huggingface.co/pysentimiento/robertuito-sentiment-analysis,"pysentimiento, pytorch, tf, safetensors, roberta, twitter, sentiment-analysis, text-classification, es, arxiv:2106.09462, region:us",,1644325,2025-10-29T15:01:34.726299Z
hf_facebook/bart-base,hf_model,facebook/bart-base,,https://huggingface.co/facebook/bart-base,"transformers, pytorch, tf, jax, safetensors, bart, feature-extraction, en, arxiv:1910.13461, license:apache-2.0, endpoints_compatible, region:us",,1641117,2025-10-29T15:01:34.726299Z
hf_timm/ViT-B-16-SigLIP2-512,hf_model,timm/ViT-B-16-SigLIP2-512,,https://huggingface.co/timm/ViT-B-16-SigLIP2-512,"open_clip, safetensors, siglip, siglip2, vision, zero-shot-image-classification, dataset:webli, arxiv:2502.14786, arxiv:2303.15343, license:apache-2.0, region:us",,1634495,2025-10-29T15:01:34.726299Z
hf_speechbrain/spkrec-ecapa-voxceleb,hf_model,speechbrain/spkrec-ecapa-voxceleb,,https://huggingface.co/speechbrain/spkrec-ecapa-voxceleb,"speechbrain, embeddings, Speaker, Verification, Identification, pytorch, ECAPA, TDNN, en, dataset:voxceleb, arxiv:2106.04624, license:apache-2.0, region:us",,1630288,2025-10-29T15:01:34.726299Z
hf_Intel/zoedepth-nyu,hf_model,Intel/zoedepth-nyu,,https://huggingface.co/Intel/zoedepth-nyu,"transformers, safetensors, zoedepth, depth-estimation, vision, arxiv:2302.12288, license:mit, endpoints_compatible, region:us",,1625199,2025-10-29T15:01:34.726299Z
hf_intfloat/multilingual-e5-base,hf_model,intfloat/multilingual-e5-base,,https://huggingface.co/intfloat/multilingual-e5-base,"sentence-transformers, pytorch, onnx, safetensors, openvino, xlm-roberta, mteb, Sentence Transformers, sentence-similarity, multilingual, af, am, ar, as, az, be, bg, bn, br, bs, ca, cs, cy, da, de, el, en, eo, es, et, eu, fa, fi, fr, fy, ga, gd, gl, gu, ha, he, hi, hr, hu, hy, id, is, it, ja, jv, ka, kk, km, kn, ko, ku, ky, la, lo, lt, lv, mg, mk, ml, mn, mr, ms, my, ne, nl, no, om, or, pa, pl, ps, pt, ro, ru, sa, sd, si, sk, sl, so, sq, sr, su, sv, sw, ta, te, th, tl, tr, ug, uk, ur, uz, vi, xh, yi, zh, arxiv:2402.05672, arxiv:2108.08787, arxiv:2104.08663, arxiv:2210.07316, license:mit, model-index, autotrain_compatible, text-embeddings-inference, endpoints_compatible, region:us",,1624669,2025-10-29T15:01:34.726299Z
hf_cross-encoder/ms-marco-TinyBERT-L2-v2,hf_model,cross-encoder/ms-marco-TinyBERT-L2-v2,,https://huggingface.co/cross-encoder/ms-marco-TinyBERT-L2-v2,"sentence-transformers, pytorch, jax, onnx, safetensors, openvino, bert, text-classification, transformers, text-ranking, en, dataset:sentence-transformers/msmarco, base_model:nreimers/BERT-Tiny_L-2_H-128_A-2, base_model:quantized:nreimers/BERT-Tiny_L-2_H-128_A-2, license:apache-2.0, region:us",,1621451,2025-10-29T15:01:34.726299Z
hf_cross-encoder/ms-marco-MiniLM-L4-v2,hf_model,cross-encoder/ms-marco-MiniLM-L4-v2,,https://huggingface.co/cross-encoder/ms-marco-MiniLM-L4-v2,"sentence-transformers, pytorch, jax, onnx, safetensors, openvino, bert, text-classification, transformers, text-ranking, en, dataset:sentence-transformers/msmarco, base_model:cross-encoder/ms-marco-MiniLM-L12-v2, base_model:quantized:cross-encoder/ms-marco-MiniLM-L12-v2, license:apache-2.0, region:us",,1620667,2025-10-29T15:01:34.726299Z
hf_facebook/dinov2-small,hf_model,facebook/dinov2-small,,https://huggingface.co/facebook/dinov2-small,"transformers, pytorch, safetensors, dinov2, image-feature-extraction, dino, vision, arxiv:2304.07193, license:apache-2.0, endpoints_compatible, region:us",,1610546,2025-10-29T15:01:34.726299Z
hf_microsoft/Phi-3-mini-4k-instruct,hf_model,microsoft/Phi-3-mini-4k-instruct,,https://huggingface.co/microsoft/Phi-3-mini-4k-instruct,"transformers, safetensors, phi3, text-generation, nlp, code, conversational, custom_code, en, fr, license:mit, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us",,1582404,2025-10-29T15:01:34.726299Z
hf_black-forest-labs/FLUX.1-dev,hf_model,black-forest-labs/FLUX.1-dev,,https://huggingface.co/black-forest-labs/FLUX.1-dev,"diffusers, safetensors, text-to-image, image-generation, flux, en, license:other, endpoints_compatible, diffusers:FluxPipeline, region:us",,1577998,2025-10-29T15:01:34.726299Z
hf_nlpconnect/vit-gpt2-image-captioning,hf_model,nlpconnect/vit-gpt2-image-captioning,,https://huggingface.co/nlpconnect/vit-gpt2-image-captioning,"transformers, pytorch, vision-encoder-decoder, image-to-text, image-captioning, doi:10.57967/hf/0222, license:apache-2.0, endpoints_compatible, region:us",,1576854,2025-10-29T15:01:34.726299Z
hf_Qwen/Qwen2.5-0.5B-Instruct,hf_model,Qwen/Qwen2.5-0.5B-Instruct,,https://huggingface.co/Qwen/Qwen2.5-0.5B-Instruct,"transformers, safetensors, qwen2, text-generation, chat, conversational, en, arxiv:2407.10671, base_model:Qwen/Qwen2.5-0.5B, base_model:finetune:Qwen/Qwen2.5-0.5B, license:apache-2.0, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us",,1564761,2025-10-29T15:01:34.726299Z
hf_Xenova/speecht5_tts,hf_model,Xenova/speecht5_tts,,https://huggingface.co/Xenova/speecht5_tts,"transformers.js, onnx, speecht5, text-to-audio, text-to-speech, base_model:microsoft/speecht5_tts, base_model:quantized:microsoft/speecht5_tts, region:us",,1563456,2025-10-29T15:01:34.726299Z
hf_jonatasgrosman/wav2vec2-large-xlsr-53-chinese-zh-cn,hf_model,jonatasgrosman/wav2vec2-large-xlsr-53-chinese-zh-cn,,https://huggingface.co/jonatasgrosman/wav2vec2-large-xlsr-53-chinese-zh-cn,"transformers, pytorch, jax, wav2vec2, automatic-speech-recognition, audio, speech, xlsr-fine-tuning-week, zh, dataset:common_voice, doi:10.57967/hf/3570, license:apache-2.0, model-index, endpoints_compatible, region:us",,1555648,2025-10-29T15:01:34.726299Z
hf_distilbert/distilroberta-base,hf_model,distilbert/distilroberta-base,,https://huggingface.co/distilbert/distilroberta-base,"transformers, pytorch, tf, jax, rust, safetensors, roberta, fill-mask, exbert, en, dataset:openwebtext, arxiv:1910.01108, arxiv:1910.09700, license:apache-2.0, autotrain_compatible, endpoints_compatible, region:us",,1548164,2025-10-29T15:01:34.726299Z
hf_intfloat/multilingual-e5-small,hf_model,intfloat/multilingual-e5-small,,https://huggingface.co/intfloat/multilingual-e5-small,"sentence-transformers, pytorch, onnx, safetensors, openvino, bert, mteb, Sentence Transformers, sentence-similarity, multilingual, af, am, ar, as, az, be, bg, bn, br, bs, ca, cs, cy, da, de, el, en, eo, es, et, eu, fa, fi, fr, fy, ga, gd, gl, gu, ha, he, hi, hr, hu, hy, id, is, it, ja, jv, ka, kk, km, kn, ko, ku, ky, la, lo, lt, lv, mg, mk, ml, mn, mr, ms, my, ne, nl, no, om, or, pa, pl, ps, pt, ro, ru, sa, sd, si, sk, sl, so, sq, sr, su, sv, sw, ta, te, th, tl, tr, ug, uk, ur, uz, vi, xh, yi, zh, arxiv:2402.05672, arxiv:2108.08787, arxiv:2104.08663, arxiv:2210.07316, license:mit, model-index, autotrain_compatible, text-embeddings-inference, endpoints_compatible, region:us",,1542459,2025-10-29T15:01:34.726299Z
hf_facebook/dino-vits16,hf_model,facebook/dino-vits16,,https://huggingface.co/facebook/dino-vits16,"transformers, pytorch, vit, image-feature-extraction, dino, vision, dataset:imagenet-1k, arxiv:2104.14294, license:apache-2.0, endpoints_compatible, region:us",,1534898,2025-10-29T15:01:34.726299Z
hf_Helsinki-NLP/opus-mt-en-fr,hf_model,Helsinki-NLP/opus-mt-en-fr,,https://huggingface.co/Helsinki-NLP/opus-mt-en-fr,"transformers, pytorch, tf, jax, marian, text2text-generation, translation, en, fr, license:apache-2.0, endpoints_compatible, region:us",,1529189,2025-10-29T15:01:34.726299Z
hf_microsoft/table-transformer-detection,hf_model,microsoft/table-transformer-detection,,https://huggingface.co/microsoft/table-transformer-detection,"transformers, pytorch, safetensors, table-transformer, object-detection, arxiv:2110.00061, license:mit, endpoints_compatible, region:us",,1499390,2025-10-29T15:01:34.726299Z
hf_cambridgeltl/SapBERT-from-PubMedBERT-fulltext,hf_model,cambridgeltl/SapBERT-from-PubMedBERT-fulltext,,https://huggingface.co/cambridgeltl/SapBERT-from-PubMedBERT-fulltext,"transformers, pytorch, tf, jax, safetensors, bert, feature-extraction, biomedical, lexical semantics, bionlp, biology, science, embedding, entity linking, en, arxiv:2010.11784, license:apache-2.0, endpoints_compatible, region:us",,1476665,2025-10-29T15:01:34.726299Z
hf_amazon/chronos-bolt-small,hf_model,amazon/chronos-bolt-small,,https://huggingface.co/amazon/chronos-bolt-small,"safetensors, t5, time series, forecasting, pretrained models, foundation models, time series foundation models, time-series, time-series-forecasting, arxiv:1910.10683, arxiv:2403.07815, license:apache-2.0, region:us",,1473717,2025-10-29T15:01:34.726299Z
hf_facebook/musicgen-medium,hf_model,facebook/musicgen-medium,,https://huggingface.co/facebook/musicgen-medium,"transformers, pytorch, musicgen, text-to-audio, arxiv:2306.05284, license:cc-by-nc-4.0, endpoints_compatible, region:us",,1458531,2025-10-29T15:01:34.726299Z
hf_apple/mobilevit-small,hf_model,apple/mobilevit-small,,https://huggingface.co/apple/mobilevit-small,"transformers, pytorch, tf, coreml, mobilevit, image-classification, vision, dataset:imagenet-1k, arxiv:2110.02178, license:other, autotrain_compatible, endpoints_compatible, region:us",,1455482,2025-10-29T15:01:34.726299Z
hf_IDEA-Research/grounding-dino-base,hf_model,IDEA-Research/grounding-dino-base,,https://huggingface.co/IDEA-Research/grounding-dino-base,"transformers, pytorch, safetensors, grounding-dino, zero-shot-object-detection, vision, arxiv:2303.05499, license:apache-2.0, region:us",,1451044,2025-10-29T15:01:34.726299Z
hf_google/siglip2-so400m-patch16-naflex,hf_model,google/siglip2-so400m-patch16-naflex,,https://huggingface.co/google/siglip2-so400m-patch16-naflex,"transformers, safetensors, siglip2, zero-shot-image-classification, vision, arxiv:2502.14786, arxiv:2303.15343, arxiv:2209.06794, license:apache-2.0, endpoints_compatible, region:us",,1441789,2025-10-29T15:01:34.726299Z
hf_allenai/OLMo-2-0425-1B,hf_model,allenai/OLMo-2-0425-1B,,https://huggingface.co/allenai/OLMo-2-0425-1B,"transformers, safetensors, olmo2, text-generation, en, arxiv:2501.00656, license:apache-2.0, autotrain_compatible, endpoints_compatible, region:us",,1434466,2025-10-29T15:01:34.726299Z
hf_dmis-lab/biobert-v1.1,hf_model,dmis-lab/biobert-v1.1,,https://huggingface.co/dmis-lab/biobert-v1.1,"transformers, pytorch, jax, bert, feature-extraction, endpoints_compatible, region:us",,1433504,2025-10-29T15:01:34.726299Z
hf_intfloat/e5-base-v2,hf_model,intfloat/e5-base-v2,,https://huggingface.co/intfloat/e5-base-v2,"sentence-transformers, pytorch, onnx, safetensors, openvino, bert, mteb, Sentence Transformers, sentence-similarity, en, arxiv:2212.03533, arxiv:2104.08663, arxiv:2210.07316, license:mit, model-index, autotrain_compatible, text-embeddings-inference, endpoints_compatible, region:us",,1420062,2025-10-29T15:01:34.726299Z
hf_answerdotai/answerai-colbert-small-v1,hf_model,answerdotai/answerai-colbert-small-v1,,https://huggingface.co/answerdotai/answerai-colbert-small-v1,"onnx, safetensors, bert, ColBERT, RAGatouille, passage-retrieval, en, arxiv:2407.20750, license:apache-2.0, region:us",,1409529,2025-10-29T15:01:34.726299Z
hf_google-bert/bert-base-chinese,hf_model,google-bert/bert-base-chinese,,https://huggingface.co/google-bert/bert-base-chinese,"transformers, pytorch, tf, jax, safetensors, bert, fill-mask, zh, arxiv:1810.04805, license:apache-2.0, autotrain_compatible, endpoints_compatible, region:us",,1401739,2025-10-29T15:01:34.726299Z
hf_Alibaba-NLP/gte-multilingual-base,hf_model,Alibaba-NLP/gte-multilingual-base,,https://huggingface.co/Alibaba-NLP/gte-multilingual-base,"sentence-transformers, safetensors, new, feature-extraction, mteb, transformers, multilingual, sentence-similarity, text-embeddings-inference, custom_code, af, ar, az, be, bg, bn, ca, ceb, cs, cy, da, de, el, en, es, et, eu, fa, fi, fr, gl, gu, he, hi, hr, ht, hu, hy, id, is, it, ja, jv, ka, kk, km, kn, ko, ky, lo, lt, lv, mk, ml, mn, mr, ms, my, ne, nl, no, pa, pl, pt, qu, ro, ru, si, sk, sl, so, sq, sr, sv, sw, ta, te, th, tl, tr, uk, ur, vi, yo, zh, arxiv:2407.19669, arxiv:2210.09984, arxiv:2402.03216, arxiv:2007.15207, arxiv:2104.08663, arxiv:2402.07440, license:apache-2.0, model-index, autotrain_compatible, endpoints_compatible, region:us",,1398554,2025-10-29T15:01:34.726299Z
